"Id","Name","Lat","Lng","Rating","Nb_Rating","Type","Price_level"
"ChIJpfSAqlVu5kcRYKP3245sq6A","102-116 Avenue de Saint-Ouen","48.894503","2.3279484",NA,NA,"route",NA
"ChIJFf_M-FRu5kcR3V9m3whhvZo","Carrefour Market","48.8940001","2.3280002","3.3","1034","supermarket bakery grocery_or_supermarket home_goods_store restaurant food point_of_interest store establishment",NA
"ChIJMYiZ_1Ru5kcRJ0Br33PVwG4","Atelier Isabelle Melchiori","48.8942791","2.3275823","4.2","5","point_of_interest establishment",NA
"ChIJFf_M-FRu5kcRj_FXqDc8iLs","New Dori","48.8940535","2.3280715","4.7","15","meal_takeaway restaurant food point_of_interest establishment",NA
"ChIJBTI5VlRu5kcR5xUVBz2vyqI","CABINET D'ECHOGRAPHIE DU DOCTEUR SERERO","48.893964","2.327952","4.3","12","health point_of_interest establishment",NA
"ChIJBTI5VlRu5kcRhZ8J7qNzMME","Cabinet d'ostéopathie","48.8939636","2.3279523","5","1","health point_of_interest establishment",NA
"ChIJFf_M-FRu5kcRB4_g3yYv46I","Just'optic","48.894052","2.328113","5","1","health point_of_interest store establishment",NA
"ChIJ_wksVFRu5kcRt1tCA-J5B5o","AMIS GOURMANDS","48.8940329","2.3280854","5","5","restaurant food point_of_interest establishment",NA
"ChIJpyA2_FRu5kcRARWF2ad2ZLQ","Photo Service","48.8941902","2.3276584","3.9","44","point_of_interest establishment",NA
"ChIJs94ZVlRu5kcRR8EmbU4fQOA","Jean-Mathieu Hardy - Ostéopathe D.O","48.8939512","2.3279278","5","28","health point_of_interest establishment",NA
"ChIJP_EYVlRu5kcRVHWoCEd2oBI","La Bonbonniere","48.893937","2.3279318","4.2","6","bar cafe food point_of_interest establishment",NA
"ChIJv2ohVVRu5kcRNcDeplvsjyw","Les 3 Coqs","48.8942641","2.3280697",NA,NA,"restaurant food point_of_interest establishment",NA
"ChIJ-_Aoq1Vu5kcREli3RYjn_Qo","La Delicieuse","48.8943601","2.3281073","4.4","14","bakery food point_of_interest store establishment",NA
